Country Name,Country Code,Series Name,Series Code,1960 [YR1960],1961 [YR1961],1962 [YR1962],1963 [YR1963],1964 [YR1964],1965 [YR1965],1966 [YR1966],1967 [YR1967],1968 [YR1968],1969 [YR1969],1970 [YR1970],1971 [YR1971],1972 [YR1972],1973 [YR1973],1974 [YR1974],1975 [YR1975],1976 [YR1976],1977 [YR1977],1978 [YR1978],1979 [YR1979],1980 [YR1980],1981 [YR1981],1982 [YR1982],1983 [YR1983],1984 [YR1984],1985 [YR1985],1986 [YR1986],1987 [YR1987],1988 [YR1988],1989 [YR1989],1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020]
Grenada,GRD,GDP (constant 2010 US$),NY.GDP.MKTP.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,265671122.4,279861685.4,295539770.7,293959271.2,298469157.6,310778806.6,322068079.4,333560966.9,353506939.3,378939196.4,413412905.8,425678005.5,441716406.8,459440771.9,465806534.3,461841827.8,452795198.1,460463538.5,470268995.2,491140637,515773769.1,576395254.5,616157088.2,646274551.8,633194600.9,654959547.9,716944745.5,712302884.5,806869556.9,774632469.6,822066708.9,829856141.3,774975419.9,771013259.3,776911332,767936889.4,785994301.6,843718324.6,898080308.9,931629123.9,973018986.3,1013313190,1032710909,..
Guam,GUM,GDP (constant 2010 US$),NY.GDP.MKTP.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,4357462610,4397577341,4680386191,4845859455,4660328826,4698437820,4779670150,4794713174,4895000000,4901017210,5000301168,5091562180,5179814587,5203883426,5218926449,5231963737,5217923581,..,..
Guatemala,GTM,GDP (constant 2010 US$),NY.GDP.MKTP.KD,6155035023,6419610333,6646639934,7280798770,7618117626,7950402343,8388636787,8733592264,9499182023,9949149633,10517035513,11104280962,11918563617,12726980042,13538328826,13802324996,14821939405,15979417363,16777859284,17568676314,18229254707,18347172210,17699500701,17244253358,17329905176,17224307313,17248946615,17860246404,18555436324,19287001011,19885392403,20612849517,21610169022,22458828881,23364759978,24520976227,25246252731,26348021901,27663717707,28727958128,29764712427,30458996624,31636732106,32437391855,33459844957,34550673405,36409422519,38704692062,39974623913,40184907610,41338008613,43058516761,44337293311,45976702905,48019897391,49984953508,51323452094,52875180870,54575068364,56673426296,..
Guinea,GIN,GDP (constant 2010 US$),NY.GDP.MKTP.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2888984360,2984319078,3172573408,3299586623,3442262819,3532223708,3647760884,3831759215,3983883853,4167448202,4353382033,4578957027,4745819772,4926730614,5050049665,5234797978,5505154850,5573892283,5704327901,5875302156,5943715439,6349521091,6612176406,6538276170,6853467858,7238091621,7666363113,7968017944,8263428354,8578674004,9507642042,10486920351,11137085785,11760762589,..
Guinea-Bissau,GNB,GDP (constant 2010 US$),NY.GDP.MKTP.KD,..,..,..,..,..,..,..,..,..,..,347357390.6,333772356.1,355049879.5,358990552.5,375357797.2,404806809.7,424818253.4,394358487.4,446122153.5,455018473.2,382430962,451909214.6,470889772.8,454887584.9,496324309.3,517003626.4,512899405.4,527773488.2,552051068.6,585726183.9,621455481,653149710.7,660334357.3,674201378.8,695775823.1,726389959.4,810651194.6,863343522.3,620744167.5,627110131.2,661143318.8,675615129.9,668959121.5,672762222.2,691339891.6,720833135.3,737479753,761543388.8,785939943.8,812418063.7,849878424.2,918589222.8,902856701.3,932252851.1,941244996.2,998981745,1061546030,1124380814,1167107285,1220795318,..
Guyana,GUY,GDP (constant 2010 US$),NY.GDP.MKTP.KD,1466748916,1535532463,1552498957,1361872931,1516585542,1676449109,1764182282,1840282434,1859142156,1989177746,2073826348,2138381469,2067437008,2093170797,2254404393,2445646003,2483233461,2417708885,2374040499,2330460326,2370867938,2406340056,2088940567,1947051646,1849139522,1893512722,1876459704,1893336518,1823405507,1733754737,1680572076,1782378883,1920653801,2077669276,2254944810,2368401153,2556819722,2714848200,2669263062,2748277301,2710796187,2772589374,2803992469,2786264916,2829824047,2774615381,2916942310,3126707593,3181586650,3296489990,3432913353,3611297765,3801841398,3940738160,4007194773,4034740152,4188362214,4344776378,4537727059,4780623910,..
Haiti,HTI,GDP (constant 2010 US$),NY.GDP.MKTP.KD,5845645805,5674252622,6121813604,6005940372,5907001071,6034698494,5999951496,5872891352,6059744280,6290738295,6331700671,6742018967,6807895757,7131633128,7543833617,7628532348,8272291639,8579040326,9111701233,9800584243,10523346745,10223146211,9858819326,9948355295,9978291591,10038523682,9988581546,9909307298,9929168209,9639889400,9739963290,9923127657,9396216235,8886349729,7824375015,8598808768,8954865947,9197069453,9397734825,9652436745,9736418665,9703874561,9793586173,10122590710,9997759780,10359440139,10540167022,11127267580,11403034357,12122895415,11661585823,12379266072,12447744029,12831758005,13268265827,13482802423,13715049740,14028593229,14262565848,14022671611,..
Honduras,HND,GDP (constant 2010 US$),NY.GDP.MKTP.KD,2234326592,2275788082,2406983761,2493164291,2628210164,2865725629,3019725205,3200230573,3411387650,3433747210,3558279639,3700433039,3913663273,4221662800,4169835906,4258681839,4705872947,5194525575,5504441973,5813237132,5848079005,5776613431,5656768291,5708001295,6069163419,6410628807,6752364967,7200610991,7326336093,7526187474,7736299733,7479508085,7933790061,8449146706,8467050744,8991102301,9159305712,9580458196,9924418971,9851409875,10569704557,10857538040,11265166702,11777398118,12511401250,13268415997,14139785191,15014801359,15650167710,15269613869,15839344592,16446892853,17125933704,17604014377,18142359319,18839040425,19572439031,20520315404,21278895971,21843374259,..
"Hong Kong SAR, China",HKG,GDP (constant 2010 US$),NY.GDP.MKTP.KD,..,10710206077,12240845738,14170468747,15393048107,17646902296,17963607406,18251632092,18871719136,21012478885,22947085373,24620618637,27233283239,30577400362,31315870434,31469951436,36556760294,40843263271,44217281262,49327380250,54313502512,59343357335,61093880249,64745447451,71203017860,71742047110,79673913368,90349031692,98039148416,1.00271E+11,1.04112E+11,1.10049E+11,1.1691E+11,1.2416E+11,1.31654E+11,1.3478E+11,1.40519E+11,1.47685E+11,1.38998E+11,1.42482E+11,1.53401E+11,1.54261E+11,1.56817E+11,1.6161E+11,1.7567E+11,1.88649E+11,2.01916E+11,2.14969E+11,2.19544E+11,2.14145E+11,2.28638E+11,2.39646E+11,2.4372E+11,2.5128E+11,2.58221E+11,2.64387E+11,2.70123E+11,2.80363E+11,2.88346E+11,2.84743E+11,..
Hungary,HUN,GDP (constant 2010 US$),NY.GDP.MKTP.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,92011256914,89191866064,88678024127,91291502557,92651312744,92727668359,95642218651,99372263643,1.02424E+11,1.07012E+11,1.11372E+11,1.16652E+11,1.21417E+11,1.27272E+11,1.32673E+11,1.38021E+11,1.38356E+11,1.3982E+11,1.30453E+11,1.31917E+11,1.34472E+11,1.32615E+11,1.35083E+11,1.40796E+11,1.46173E+11,1.49301E+11,1.55746E+11,1.64165E+11,1.71681E+11,..
Iceland,ISL,GDP (constant 2010 US$),NY.GDP.MKTP.KD,2054565119,2052825685,2223491715,2452141881,2695309610,2894000539,3146818500,3106940070,2936838011,3006575814,3320000063,3753619881,3985493531,4256746610,4499649006,4528723714,4798607006,5221953417,5536143451,5805232270,6138912416,6400737466,6538645595,6397988754,6662169276,6881543942,7313054044,7938023234,7930900759,7951397367,8044378650,8026397412,7755595264,7857461082,8141025691,8150516800,8523253282,9014233171,9653843547,10044153276,10535472402,10946230529,11020793077,11270759757,12177177341,12947992674,13627609657,14903878824,15200761233,14170572950,13683689693,13941164773,14121903276,14705681737,15011945671,15724860715,16766952996,17529175812,18197812727,18546969950,..
India,IND,GDP (constant 2010 US$),NY.GDP.MKTP.KD,1.48773E+11,1.54312E+11,1.58835E+11,1.68356E+11,1.80903E+11,1.76135E+11,1.76038E+11,1.89814E+11,1.96245E+11,2.09079E+11,2.19862E+11,2.23474E+11,2.22237E+11,2.29561E+11,2.32282E+11,2.53536E+11,2.57752E+11,2.76452E+11,2.92244E+11,2.76936E+11,2.9559E+11,3.13344E+11,3.24235E+11,3.47868E+11,3.61159E+11,3.80135E+11,3.98293E+11,4.14086E+11,4.53954E+11,4.80952E+11,5.07565E+11,5.12929E+11,5.4105E+11,5.66754E+11,6.04494E+11,6.50281E+11,6.99374E+11,7.27698E+11,7.72701E+11,8.41053E+11,8.73357E+11,9.15488E+11,9.50313E+11,1.02501E+12,1.10622E+12,1.19387E+12,1.29011E+12,1.38894E+12,1.43181E+12,1.54438E+12,1.67562E+12,1.76344E+12,1.85966E+12,1.97842E+12,2.12502E+12,2.29495E+12,2.48443E+12,2.65942E+12,2.82217E+12,2.94016E+12,..
Indonesia,IDN,GDP (constant 2010 US$),NY.GDP.MKTP.KD,60580597267,64058314794,65238254669,63778855350,66030056427,66744230562,68607293522,69554350527,77146332091,82409484955,88635220348,94860955741,1.01537E+11,1.09765E+11,1.18146E+11,1.24026E+11,1.32567E+11,1.44182E+11,1.53939E+11,1.65214E+11,1.81537E+11,1.95928E+11,2.00329E+11,2.08729E+11,2.23289E+11,2.28787E+11,2.42228E+11,2.5416E+11,2.68852E+11,2.88899E+11,3.09821E+11,3.31236E+11,3.52758E+11,3.75675E+11,4.04E+11,4.37209E+11,4.71391E+11,4.93546E+11,4.28759E+11,4.32151E+11,4.53414E+11,4.69934E+11,4.91078E+11,5.14553E+11,5.4044E+11,5.71205E+11,6.02627E+11,6.40863E+11,6.79403E+11,7.10852E+11,7.55094E+11,8.01682E+11,8.50024E+11,8.97262E+11,9.42185E+11,9.88129E+11,1.03786E+12,1.09048E+12,1.14685E+12,1.20448E+12,..
"Iran, Islamic Rep.",IRN,GDP (constant 2010 US$),NY.GDP.MKTP.KD,65260083266,72750375293,78999947515,84746763991,92538329399,1.08471E+11,1.20663E+11,1.347E+11,1.54646E+11,1.79906E+11,1.99916E+11,2.28745E+11,2.61719E+11,2.84131E+11,3.0259E+11,2.9527E+11,3.46156E+11,3.32085E+11,2.8542E+11,2.55411E+11,1.85105E+11,1.75524E+11,2.23285E+11,2.42404E+11,2.21108E+11,2.25867E+11,2.02814E+11,2.04129E+11,1.93114E+11,2.04741E+11,2.33065E+11,2.61926E+11,2.69351E+11,2.72152E+11,2.68038E+11,2.74157E+11,2.8834E+11,2.8973E+11,2.9604E+11,2.98572E+11,3.16063E+11,3.18524E+11,3.41666E+11,3.71509E+11,3.87761E+11,4.0013E+11,4.20135E+11,4.54401E+11,4.55541E+11,4.6013E+11,4.86808E+11,4.99687E+11,4.62488E+11,4.6159E+11,4.82839E+11,4.76462E+11,5.40291E+11,5.60579E+11,5.26799E+11,4.9106E+11,..
Iraq,IRQ,GDP (constant 2010 US$),NY.GDP.MKTP.KD,..,..,..,..,..,..,..,..,13465091875,13901924907,14533678041,15314798508,15886851876,16588853718,19261876584,21667812651,25389281751,25871668595,30284589552,36604757866,45665799746,45333020246,46889746179,40759702994,40154322736,40738125092,42631466505,46598444503,46589573541,45136661129,71233698690,25610575773,33957627856,44243336197,45948709436,46922832017,52094097579,63157808352,85172785423,1.00148E+11,1.01557E+11,1.03898E+11,96728711952,64710698307,99756572240,1.04146E+11,1.14726E+11,1.16306E+11,1.25876E+11,1.3013E+11,1.38462E+11,1.4891E+11,1.69663E+11,1.82558E+11,1.83836E+11,1.8839E+11,2.17049E+11,2.11635E+11,2.10442E+11,2.19703E+11,..
Ireland,IRL,GDP (constant 2010 US$),NY.GDP.MKTP.KD,..,..,..,..,..,..,..,..,..,..,37691202253,38999045082,41530008053,43490817706,45343626944,47908554842,48576786920,52565572876,56343318830,58074769240,59863081873,61853658830,63266067655,63111508274,65859618050,67891791976,67600991285,70753286735,74444778912,78772937885,85442271318,87090999526,90002690178,92426110423,97745998206,1.07163E+11,1.15109E+11,1.2766E+11,1.38755E+11,1.53329E+11,1.67812E+11,1.7667E+11,1.87129E+11,1.9278E+11,2.05737E+11,2.17465E+11,2.28492E+11,2.40658E+11,2.29875E+11,2.18199E+11,2.22149E+11,2.22912E+11,2.23415E+11,2.26435E+11,2.4581E+11,3.07662E+11,3.18977E+11,3.44959E+11,3.73141E+11,3.9385E+11,..
Isle of Man,IMN,GDP (constant 2010 US$),NY.GDP.MKTP.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1178365959,1183302406,1409378701,1548855704,1732075367,1850639618,1928125470,1959071767,1974744341,2026087694,2107131202,2197737844,2366963658,2570522532,2917543074,3317246475,3493060538,3681685807,3909950327,4144547347,4360063809,4617307574,4972840257,5345803276,5607747637,5725510337,5920177689,6038581242,6479624484,6747992293,7095871748,7068495988,7559919845,7774450692,7946530819,..,..
Israel,ISR,GDP (constant 2010 US$),NY.GDP.MKTP.KD,18580162595,20661862760,22760305749,25194682724,27194433059,29667485446,29643856845,30531696335,35490641269,40305196436,39999010543,44379330639,49769890256,52550764885,55954037107,57768525743,57954830993,58554836758,61807609060,65644511671,66741064836,70304988964,71769090310,74179887026,74872143944,77894687549,81158587628,86953076529,89483425148,89997728238,96581241485,1.04043E+11,1.12116E+11,1.16732E+11,1.25402E+11,1.38806E+11,1.45792E+11,1.51522E+11,1.57456E+11,1.62361E+11,1.74465E+11,1.74672E+11,1.74646E+11,1.76341E+11,1.83723E+11,1.90909E+11,2.01532E+11,2.13168E+11,2.19555E+11,2.21584E+11,2.33996E+11,2.45189E+11,2.50723E+11,2.61123E+11,2.70937E+11,2.77142E+11,2.88178E+11,2.9837E+11,3.08674E+11,3.19391E+11,..
Italy,ITA,GDP (constant 2010 US$),NY.GDP.MKTP.KD,5.46122E+11,5.90943E+11,6.27603E+11,6.6281E+11,6.81354E+11,7.0362E+11,7.45731E+11,7.99264E+11,8.51572E+11,9.03501E+11,9.51104E+11,9.68396E+11,1.00413E+12,1.07569E+12,1.13485E+12,1.11113E+12,1.1903E+12,1.22078E+12,1.26034E+12,1.33544E+12,1.38125E+12,1.39291E+12,1.39867E+12,1.41502E+12,1.46067E+12,1.50154E+12,1.54448E+12,1.59378E+12,1.66063E+12,1.7169E+12,1.751E+12,1.77793E+12,1.79277E+12,1.77748E+12,1.81571E+12,1.86813E+12,1.89179E+12,1.92642E+12,1.9613E+12,1.99318E+12,2.06866E+12,2.10903E+12,2.11439E+12,2.11732E+12,2.14746E+12,2.16502E+12,2.20379E+12,2.23656E+12,2.21505E+12,2.09807E+12,2.13402E+12,2.14911E+12,2.08505E+12,2.04666E+12,2.04657E+12,2.0625E+12,2.08918E+12,2.12402E+12,2.14407E+12,2.15142E+12,..
Jamaica,JAM,GDP (constant 2010 US$),NY.GDP.MKTP.KD,..,..,..,..,..,..,6759236976,6881487139,7276768859,7682424991,8609264166,8820886203,10409400372,9838391768,9422300472,9398170690,8769034109,8541254178,8536667498,8446175295,7963547388,8173741080,8342874716,8502146735,8371014232,8124602079,8277554878,8927372307,9282173044,9948011567,10365881286,10867407371,11079924141,12123331962,12291044900,12579879175,12565571927,12422266621,12132262156,12259368696,12367092204,12533420883,12783749763,13252442630,13427868539,13547886551,13940656765,14140280562,14025498715,13417261898,13220556883,13449322261,13366792373,13433834935,13526726962,13651535656,13839331468,13978190520,14249490165,14349236596,..
Japan,JPN,GDP (constant 2010 US$),NY.GDP.MKTP.KD,7.96213E+11,8.92105E+11,9.71583E+11,1.05391E+12,1.17697E+12,1.24547E+12,1.37797E+12,1.53068E+12,1.72787E+12,1.94347E+12,1.95122E+12,2.04291E+12,2.21479E+12,2.3927E+12,2.36338E+12,2.43645E+12,2.5333E+12,2.64452E+12,2.78394E+12,2.93661E+12,3.01935E+12,3.14644E+12,3.25067E+12,3.36519E+12,3.51669E+12,3.70073E+12,3.82384E+12,4.00473E+12,4.27645E+12,4.48421E+12,4.70361E+12,4.86435E+12,4.9056E+12,4.8802E+12,4.92866E+12,5.06381E+12,5.22079E+12,5.27697E+12,5.21742E+12,5.20428E+12,5.34894E+12,5.37067E+12,5.37701E+12,5.45918E+12,5.57954E+12,5.67231E+12,5.75285E+12,5.84802E+12,5.78407E+12,5.47078E+12,5.7001E+12,5.69352E+12,5.77864E+12,5.89423E+12,5.91632E+12,5.98867E+12,6.01993E+12,6.15046E+12,6.17034E+12,6.2107E+12,..
Jordan,JOR,GDP (constant 2010 US$),NY.GDP.MKTP.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,4610189241,4992761594,5725677328,6916784787,7690416546,9011531473,9644676573,9430589969,9835321445,9569084490,10095827592,10330381367,10481429086,9356853576,9331037651,9481130235,10841651288,11328114999,11891289665,12628653597,12892216175,13318752010,13719935844,14184977249,14787230566,15566511264,16466848453,17152143904,18621604883,20138631567,21768446006,23548271161,25251357252,26519912261,27133804244,27876505262,28553725466,29298962685,30290462468,31046672555,31665799344,32326700871,32951928901,33596292796,..
Kazakhstan,KAZ,GDP (constant 2010 US$),NY.GDP.MKTP.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,96294232758,85701867153,81159668195,73692978719,64407663402,59126235002,59421866178,60432037903,59283829183,60884492570,66851172843,75876081176,83311937131,91059947284,99801702225,1.09482E+11,1.21197E+11,1.31984E+11,1.36339E+11,1.37975E+11,1.48047E+11,1.59003E+11,1.66635E+11,1.76633E+11,1.84052E+11,1.8626E+11,1.88309E+11,1.9603E+11,2.04067E+11,2.1325E+11,..
Kenya,KEN,GDP (constant 2010 US$),NY.GDP.MKTP.KD,4364226423,4024923752,4405575231,4792311613,5030224355,5131286299,5887051209,6084928660,6570669650,7093643996,6763403165,8263112874,9674653292,10245126984,10661654644,10755712100,10987386320,12026111612,12857415801,13836537077,14610272938,15161598045,15390004223,15591467110,15865131188,16547420962,17735121268,18788074473,19953533269,20889423571,21765118855,22078176744,21901663054,21979019127,22557679340,23551619535,24528267342,24644752554,25455617585,26042468490,26198643973,27188928219,27337613464,28139282294,29575595617,31322527291,33349876084,35634585974,35717358968,36898510533,40000088347,42443399231,44380180300,46989149335,49506417104,52337445097,55414336959,58077381824,61746972564,65060160105,..
Kiribati,KIR,GDP (constant 2010 US$),NY.GDP.MKTP.KD,..,..,..,..,..,..,..,..,..,..,122452273.4,119648042.4,134100600.9,162140879.5,235595162.7,248186357.4,181751256.2,173367744,175204737.1,154907278.4,129335599.5,125060042.5,133611156.5,132542267.2,138955602.8,129335599.5,128266710.2,116508928.5,127197821,122922264,121853374.7,121853374.7,122922264,123991153.2,126128931.7,126128931.7,128266710.2,130404488.7,138955602.8,136817824.2,145368938.3,143231159.8,148655986.5,151638508.2,149167770.7,156554009.2,156476835.4,159661056.5,156321846.4,157576722.4,156120895.2,158610338.3,166086149.7,173086305.5,171878460.6,189763115.6,199508178.9,201286810.6,205942892.2,210571182.6,..
"Korea, Dem. People’s Rep.",PRK,GDP (constant 2010 US$),NY.GDP.MKTP.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Korea, Rep.",KOR,GDP (constant 2010 US$),NY.GDP.MKTP.KD,23312576379,24929534964,25900608291,28236990348,30912113319,33174395800,37153318438,40526693574,45862344145,52540528252,57822288223,63919945464,68531360903,78741384172,86231135053,92991598558,1.05286E+11,1.18275E+11,1.31229E+11,1.42608E+11,1.40261E+11,1.50425E+11,1.62968E+11,1.84766E+11,2.04262E+11,2.20274E+11,2.45225E+11,2.76427E+11,3.09564E+11,3.31459E+11,3.64199E+11,4.03453E+11,4.28462E+11,4.57929E+11,5.00373E+11,5.48481E+11,5.9176E+11,6.28275E+11,5.96048E+11,6.64397E+11,7.24597E+11,7.59757E+11,8.18449E+11,8.44208E+11,8.88085E+11,9.26349E+11,9.75115E+11,1.03167E+12,1.06275E+12,1.07118E+12,1.14407E+12,1.18623E+12,1.21473E+12,1.25318E+12,1.29331E+12,1.32964E+12,1.36882E+12,1.41207E+12,1.45313E+12,1.48276E+12,..
Kosovo,XKX,GDP (constant 2010 US$),NY.GDP.MKTP.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3146802262,3995618022,3967610854,4204879721,4314716465,4575033281,4781048518,5129399657,5452852181,5648900951,5835874321,6091210430,6262389374,6477787427,6556956864,6825476972,7103338748,7403499526,7685988951,8006622221,..
Kuwait,KWT,GDP (constant 2010 US$),NY.GDP.MKTP.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,44061298325,59037939637,64018478018,67128682135,67534896022,69205253664,71739587927,70456160154,73763782275,73921144452,76149337055,89342986741,98491974878,1.08941E+11,1.17128E+11,1.24145E+11,1.27224E+11,1.18222E+11,1.15419E+11,1.26532E+11,1.34916E+11,1.36467E+11,1.3715E+11,1.37964E+11,1.42E+11,1.35309E+11,1.36995E+11,1.37581E+11,..
Kyrgyz Republic,KGZ,GDP (constant 2010 US$),NY.GDP.MKTP.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3788752694,3913780334,4430400515,4553997655,4813702880,4431305922,3818108994,3227854994,2579535191,2439625797,2612461146,2871493301,2932421658,3039624818,3205081829,3375644150,3375059332,3612335899,3866167967,3859382247,3979134970,4319067486,4681938955,4817073505,4794357795,5079922897,5075444934,5629453577,5855984963,6082952718,6346700782,6647530417,6897338635,7208211269,..
Lao PDR,LAO,GDP (constant 2010 US$),NY.GDP.MKTP.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1516865496,1593770030,1671627820,1647793878,1614669908,1843801848,1967420993,2051952488,2166038128,2294106358,2481282920,2655748233,2839747068,3034897078,3155309900,3385848708,3582186705,3788213052,4012427673,4255861752,4526436482,4848156050,5266031526,5666082926,6109448405,6567765473,7127792630,7700771123,8318842593,8986537875,9670589853,10373648103,11102172423,11867393084,12608863058,13195413135,..
Latvia,LVA,GDP (constant 2010 US$),NY.GDP.MKTP.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,12791189407,13119849579,14282740159,15188379174,15604699389,16489794024,17532412592,18774196283,20357701182,22088363817,24457359898,27388907799,30135220877,29132531661,24978314629,23877564356,25422168166,26503048349,27115315432,27406434701,28504576016,29180967978,30129559625,31342066820,31985858419,..
Lebanon,LBN,GDP (constant 2010 US$),NY.GDP.MKTP.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,11572724010,6659973260,8427074627,12594042172,14664294362,16243003871,17559538640,18691929154,20801488263,21020937030,21791506519,21676973709,21967850867,22811343688,23592210160,24353553965,25980236115,26678007921,27091387656,29613764497,32299474785,35604407295,38443907042,38777346378,39762501340,41277859525,42293856738,42383355597,43031617543,43397687324,42561672205,39710040167,..
Lesotho,LSO,GDP (constant 2010 US$),NY.GDP.MKTP.KD,219198405.4,223286006.7,257519802.6,284855709.9,308359491,315001880,313724480,347958288.3,346680863.6,352045877.2,359710166.5,378104729,377338279.2,476974003,529346172.8,457812990.6,508397339.3,619273892.8,732705517,753909419.5,733216270.3,738309470.2,771217428.6,786535082,830068995.1,851735865.5,891638464.6,898145002.1,975402708.4,1031929679,1094314713,1170551319,1251979141,1295920685,1373415098,1418613345,1498013641,1553494128,1577381519,1584890251,1646313414,1704948219,1717289248,1795593805,1825981971,1889272743,1969190772,2064361048,2203489354,2250959309,2269525779,2391062402,2552306726,2659169575,2735859196,2808363400,2950103846,2911112758,2897934937,2874585679,..
Liberia,LBR,GDP (constant 2010 US$),NY.GDP.MKTP.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1749841726,1800941881,1868711653,1305386047,1339585174,1410331507,1523777252,1669073677,1788340491,1883132183,1998000000,2161851301,2334665710,2537875669,2555669829,2555669829,2514789742,2576870498,2608374062,2548948907,..
Libya,LBY,GDP (constant 2010 US$),NY.GDP.MKTP.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,46322057226,48026344513,47179698570,46727316323,52809344318,55165501857,61714049045,65725799949,69900911109,71765417108,71198368527,74773444901,28357141373,63275999127,54670463262,41549552060,37867414402,36808842613,46629774071,53686164470,55047620625,..
Liechtenstein,LIE,GDP (constant 2010 US$),NY.GDP.MKTP.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,5082366478,..,..,..,..,..,..,..,..,..,..
Lithuania,LTU,GDP (constant 2010 US$),NY.GDP.MKTP.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,19338575354,20336148863,22026270243,23672901063,23402658052,24267509230,25851233310,27596557244,30512397613,32516906558,35031233307,37628491450,41808068665,42901108442,36535180972,37138464733,39381259649,40895022006,42346825076,43844636463,44732307938,45859037957,47822995719,49705713365,51862375194,..
Luxembourg,LUX,GDP (constant 2010 US$),NY.GDP.MKTP.KD,8504063008,8829767186,8949735261,9257526370,9985707548,9912319227,10021939973,10043660605,10463874552,11507421896,12026066438,12346829560,13161497517,14255569967,14856081431,13879833147,14231594632,14454998585,15044035804,15396910093,15526379253,15440837003,15615518980,16082278461,17077279555,17554027189,19306608803,20069409492,21767940623,23900776216,25172281446,27348220828,27845864450,29015571071,30124232440,30555671875,30979916353,32748781411,34728331483,37673641220,40777874685,41810360200,43407294086,44114522872,45708018252,47158078488,49600152321,53744023864,53056322729,50743806373,53212476812,54563667056,54371319169,56358249075,58779842603,61311156256,64115897055,65270740382,67301206244,68847100695,..
"Macao SAR, China",MAC,GDP (constant 2010 US$),NY.GDP.MKTP.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,4132227737,4546442280,4931076230,4967124883,5299669392,6057208543,6530325550,6858471778,7405755869,7676724450,8697642992,9148768596,9537800826,9852234768,9810925427,9783500854,9336342327,9116083334,9639996169,9918467700,10805885490,12065087351,15293166584,16525720039,18725981466,21431441475,22158796348,22451583850,28123640999,34218795492,37379693145,41566252583,41067004616,32198777329,31967479514,35128290926,37040163131,35295253107,..
